pkid,pbid,layers,variables,constraints,method,p_gate1,best_solution_probs,in_constraints_probs,ARG,iteration_count,classcial,quantum,run_times
0,19,5,6,3,RasenganSegmentedSolver,0.0005,97.41657696447793,99.99999999999999,0.054897739436221824,36,16.25627872068435,38.62939524417743,122792
0,20,5,6,3,RasenganSegmentedSolver,0.0005,97.30893433799784,100.0,0.0150699677000359,32,15.549506017705426,39.36327157309279,110510
0,21,5,6,3,RasenganSegmentedSolver,0.0005,97.41657696447793,99.99999999999999,0.046824542460306706,32,13.967972963349894,36.56965574575588,110510
0,22,5,6,3,RasenganSegmentedSolver,0.0005,97.41657696447793,99.99999999999999,0.01829924649429489,35,16.862693878123537,41.77602302795276,119723
0,23,5,6,3,RasenganSegmentedSolver,0.0005,97.41657696447793,99.99999999999999,0.01235550146886385,33,15.797087373677641,41.51739495526999,113584
0,24,5,6,3,RasenganSegmentedSolver,0.0005,1.3993541442411195,99.99999999999999,0.05245131615190935,35,18.002983146812767,39.76822523935698,119722
0,25,5,6,3,RasenganSegmentedSolver,0.0005,97.95918367346938,100.0,0.0015263723209784238,53,21.136915331939235,47.57770130014978,181111
0,26,5,6,3,RasenganSegmentedSolver,0.0005,98.27956989247312,100.0,0.02430107524451623,42,20.920709156431258,44.45520420256071,144277
0,27,5,6,3,RasenganSegmentedSolver,0.0005,97.41657696447793,100.0,0.019375672742195794,36,15.626204267609864,38.73830336541869,122791
0,28,5,6,3,RasenganSegmentedSolver,0.0005,98.17400644468314,100.0,0.009553960083162063,43,19.20872818096541,42.435189795913175,147350
0,29,5,6,3,RasenganSegmentedSolver,0.0005,98.06659505907626,100.0,0.01581876768408629,37,18.913109911605716,41.38824415835552,125860
0,0,5,6,3,RasenganSegmentedSolver,0.001,96.75324675324676,100.0,0.029942279928021887,37,21.9361406378448,44.59088207525201,125831
0,1,5,6,3,RasenganSegmentedSolver,0.001,94.49838187702265,99.99999999999999,0.06623516707357067,36,18.429212976712734,43.29654884315096,122766
0,2,5,6,3,RasenganSegmentedSolver,0.001,96.75324675324676,100.0,0.01969696968383847,40,20.658282488351688,46.52293482562527,138118
0,3,5,6,3,RasenganSegmentedSolver,0.001,96.22030237580994,100.0,0.037526997808900384,30,17.626888390863314,40.797397991176695,104373
0,4,5,6,3,RasenganSegmentedSolver,0.001,96.75324675324676,100.0,0.0394248608252717,34,20.53405363461934,43.282484016381204,116625
0,5,5,6,3,RasenganSegmentedSolver,0.001,94.91341991341992,100.0,0.04350649347748917,35,16.42832556599751,41.46533995005302,119720
0,6,5,6,3,RasenganSegmentedSolver,0.001,94.91341991341992,100.0,0.16852195399549424,36,17.554424575297162,42.57511554565281,122788
0,7,5,6,3,RasenganSegmentedSolver,0.001,94.8051948051948,100.0,0.04033844941102292,33,13.368002975359559,38.39152141450904,113577
0,8,5,6,3,RasenganSegmentedSolver,0.001,96.64864864864865,100.0,0.07175675666706079,41,20.146567522082478,46.14927900908515,141196
0,9,5,6,3,RasenganSegmentedSolver,0.001,94.8051948051948,100.0,0.05654761901227658,35,17.583371279295534,45.267084622522816,119717
0,10,5,6,3,RasenganSegmentedSolver,0.001,94.91341991341992,100.0,0.11531986519173205,39,18.398691945476457,45.69880501739681,131997
0,11,5,6,3,RasenganSegmentedSolver,0.001,94.91341991341992,100.0,0.04023427550472596,44,19.287216117605567,45.3354606104549,150413
0,12,5,6,3,RasenganSegmentedSolver,0.001,96.75324675324676,100.0,0.08238636353338079,41,22.03497331426479,46.35773897590116,141181
0,13,5,6,3,RasenganSegmentedSolver,0.001,94.91341991341992,100.00000000000003,0.01190476189958584,38,18.548136670840904,44.27665488515049,128924
0,14,5,6,3,RasenganSegmentedSolver,0.001,96.75324675324676,100.0,0.017316017301587456,45,23.640072310576215,46.96248609852046,153443
0,15,5,6,3,RasenganSegmentedSolver,0.001,94.91341991341992,100.0,0.0061983471046206,33,16.36097079492174,41.15837490418926,113581
0,16,5,6,3,RasenganSegmentedSolver,0.001,96.42857142857143,100.0,0.03456837278333276,34,20.74192227353342,44.451960526406765,116631
0,17,5,6,3,RasenganSegmentedSolver,0.001,94.7027027027027,100.0,0.02561692125795734,38,21.366925224661827,46.787336302222684,128894
0,18,5,6,3,RasenganSegmentedSolver,0.001,94.91341991341992,100.0,0.025870954430063643,32,15.379220089642331,39.85925544053316,110510
0,19,5,6,3,RasenganSegmentedSolver,0.001,94.91341991341992,100.0,0.1041666665364584,34,17.44932907796465,41.35147374402732,116648
0,20,5,6,3,RasenganSegmentedSolver,0.001,94.8051948051948,100.0,0.02829313542251976,32,17.545705822762102,41.44541209819727,110508
0,21,5,6,3,RasenganSegmentedSolver,0.001,94.91341991341992,100.0,0.08860930724854563,34,17.408203195547685,40.68958679353818,116654
0,22,5,6,3,RasenganSegmentedSolver,0.001,94.91341991341992,100.0,0.03571428569999998,35,20.333512286422774,43.04268913157284,119722
0,23,5,6,3,RasenganSegmentedSolver,0.001,94.8051948051948,100.0,0.023103707876271574,30,17.893580050440505,37.13170019653626,104371
0,24,5,6,3,RasenganSegmentedSolver,0.001,3.0303030303030303,100.0,0.055883510403563444,37,19.688453525770456,45.19107098528184,125859
0,25,5,6,3,RasenganSegmentedSolver,0.001,94.60625674217907,100.0,0.0035201271769356585,38,17.903571495320648,43.34664872055873,128924
0,26,5,6,3,RasenganSegmentedSolver,0.001,96.64864864864865,100.0,0.047999999952000036,38,20.16239388892427,43.763636763906106,128920
0,27,5,6,3,RasenganSegmentedSolver,0.001,94.8051948051948,100.0,0.006493506485389445,38,17.199712052941322,43.267278210958466,128924
0,28,5,6,3,RasenganSegmentedSolver,0.001,96.64864864864865,100.0,0.01724039828395592,46,21.74714342900552,47.064243419095874,156541
0,29,5,6,3,RasenganSegmentedSolver,0.001,96.75324675324676,100.0,0.028335301036814673,34,18.145918923197314,46.561900259694085,116628
