pkid,pbid,layers,variables,constraints,method,num_segments,best_solution_probs,in_constraints_probs,ARG,iteration_count,classcial,quantum,run_times
1,7,5,21,12,RasenganSegmentedSolver,5,64.16015625,100.0,0.1881197415503616,143,569.174246029339,312.21426491365855,808960
1,8,5,21,12,RasenganSegmentedSolver,5,97.16796875,100.0,0.004019474637098628,301,817.7107655355067,462.05880263049767,1694720
1,9,5,21,12,RasenganSegmentedSolver,5,98.73046875,100.0,0.004079311708344391,193,565.9288725332954,304.9918218357052,1090560
1,0,5,21,12,RasenganSegmentedSolver,6,82.91015625,100.0,0.04401506695799785,209,790.771129797191,491.65179057580826,1413120
1,1,5,21,12,RasenganSegmentedSolver,6,13.96484375,100.0,0.22765470802925597,135,570.0171379557432,346.8324653782547,915456
1,2,5,21,12,RasenganSegmentedSolver,6,1.953125,100.0,0.03725298712687456,203,694.5283240761055,496.3454557928926,1376256
1,3,5,21,12,RasenganSegmentedSolver,6,96.6796875,100.0,0.013560621042587264,184,645.7420662324803,390.7335470285252,1247232
1,4,5,21,12,RasenganSegmentedSolver,6,54.39453125,100.0,0.050767495591441204,175,525.9428858728497,317.64333899015037,1185792
1,5,5,21,12,RasenganSegmentedSolver,6,0.390625,100.0,0.03060980902437669,183,545.4832363599999,322.4484797890036,1241088
1,6,5,21,12,RasenganSegmentedSolver,6,96.19140625,100.0,0.01170349120910883,235,738.96959863136,444.0528122496398,1591296
1,7,5,21,12,RasenganSegmentedSolver,6,97.65625,100.0,0.01571890023736175,221,686.9393338192531,405.3961405347509,1499136
1,8,5,21,12,RasenganSegmentedSolver,6,75.9765625,100.0,0.04101562499405571,180,713.2297424604112,426.56489019759465,1222656
1,9,5,21,12,RasenganSegmentedSolver,6,92.578125,100.0,0.03142306170488316,202,808.0315282002557,484.74466078874684,1370112
1,0,5,21,12,RasenganSegmentedSolver,7,98.53515625,100.0,0.0062779017848174435,204,616.0410973149992,394.58785414599697,1612800
1,1,5,21,12,RasenganSegmentedSolver,7,98.73046875,100.0,0.0031609786180051345,239,675.8652575089363,437.16293067006336,1885184
1,2,5,21,12,RasenganSegmentedSolver,7,59.08203125,100.0,0.04885684741928576,195,692.8398604948525,446.34614033514663,1541120
1,3,5,21,12,RasenganSegmentedSolver,7,98.2421875,100.0,0.006230221518198706,209,611.8199118371558,380.0530197458429,1648640
1,4,5,21,12,RasenganSegmentedSolver,7,99.4140625,100.0,0.00242077464754637,230,671.7688673227676,449.53705066123075,1820672
1,5,5,21,12,RasenganSegmentedSolver,7,0.1953125,100.0,0.031369357635403404,184,503.62571107703843,330.4963719899606,1455104
1,6,5,21,12,RasenganSegmentedSolver,7,94.140625,100.0,0.01721191405981064,217,881.4847520892363,698.285571018765,1713152
1,7,5,21,12,RasenganSegmentedSolver,7,96.6796875,100.0,0.019737830525050418,242,830.346815232544,648.0241074334554,1913856
1,8,5,21,12,RasenganSegmentedSolver,7,96.484375,100.0,0.0122424139475011,216,671.7056505817454,432.6980067772529,1705984
1,9,5,21,12,RasenganSegmentedSolver,7,94.43359375,100.0,0.02233732199084338,228,879.9173765766682,639.3026599203295,1799168
1,0,5,21,12,RasenganSegmentedSolver,8,98.4375,100.0,0.0073800223203742835,249,789.3475887258392,545.5491325711628,2244608
1,1,5,21,12,RasenganSegmentedSolver,8,9.9609375,100.0,0.2525827507891339,108,522.7340426544324,366.2743682145665,974848
1,2,5,21,12,RasenganSegmentedSolver,8,7.12890625,100.0,0.05052274815433489,190,856.1870546495411,712.9447687714564,1720320
1,3,5,21,12,RasenganSegmentedSolver,8,98.046875,100.0,0.007812499999011077,199,651.613124068157,466.8521415708383,1794048
1,4,5,21,12,RasenganSegmentedSolver,8,91.69921875,100.0,0.010467099470356747,193,603.9321796936274,521.3153456413711,1744896
1,5,5,21,12,RasenganSegmentedSolver,8,10.9375,100.0,0.025238715274973476,149,421.44486354120454,295.3096519127939,1343488
1,6,5,21,12,RasenganSegmentedSolver,8,97.265625,100.0,0.00776672363159895,199,800.879487639133,565.8844631418688,1794048
1,7,5,21,12,RasenganSegmentedSolver,8,91.89453125,100.0,0.05564528244122206,195,802.2722175328454,679.6106715481583,1761280
1,8,5,21,12,RasenganSegmentedSolver,8,96.6796875,100.0,0.010374207426032725,210,837.6675860118485,731.1885981651503,1900544
1,9,5,21,12,RasenganSegmentedSolver,8,98.828125,100.0,0.0049693433538013495,206,789.571699297434,676.5451213605629,1859584
1,0,5,21,12,RasenganSegmentedSolver,9,97.94921875,100.0,0.006877790177588888,216,620.08135157582,543.6030230881806,2193408
1,1,5,21,12,RasenganSegmentedSolver,9,95.8984375,100.0,0.013222142267997087,203,604.5894867912939,461.5033722717126,2064384
1,2,5,21,12,RasenganSegmentedSolver,9,3.3203125,100.0,0.0518870634114872,196,807.4358869753123,597.6829852406881,1990656
1,3,5,21,12,RasenganSegmentedSolver,9,97.75390625,100.0,0.008072092562269356,253,901.3523972327748,695.988028968226,2571264
1,4,5,21,12,RasenganSegmentedSolver,9,90.33203125,100.0,0.02484044894016332,195,745.9614795145608,561.6502859254397,1981440
1,5,5,21,12,RasenganSegmentedSolver,9,9.765625,100.0,0.028721788191253136,201,584.1763484357434,443.3016248232598,2045952
1,6,5,21,12,RasenganSegmentedSolver,9,96.484375,100.0,0.007308959959795476,196,746.8718436191921,558.0855757278041,1990656
1,7,5,21,12,RasenganSegmentedSolver,9,94.140625,100.0,0.03586989182002502,185,708.0337793718645,533.6948099091387,1880064
1,8,5,21,12,RasenganSegmentedSolver,9,94.53125,100.0,0.009624094201503756,258,771.4681249524729,581.0556791295239,2617344
1,9,5,21,12,RasenganSegmentedSolver,9,95.8984375,100.0,0.01742978639019876,214,841.9919615949475,732.00161695305,2174976
1,0,5,21,12,RasenganSegmentedSolver,10,96.875,100.0,0.013741629462322626,246,850.8868758520402,625.7555296109567,2775040
1,1,5,21,12,RasenganSegmentedSolver,10,98.6328125,100.0,0.0035593133219000905,222,842.0767883593653,681.1511877656303,2508800
1,2,5,21,12,RasenganSegmentedSolver,10,38.4765625,100.0,0.04024011947937646,177,807.1330405388944,667.3845625601098,1996800
1,3,5,21,12,RasenganSegmentedSolver,10,97.16796875,100.0,0.013733682751426118,225,732.0389033896208,587.0850116003785,2539520
1,4,5,21,12,RasenganSegmentedSolver,10,99.0234375,100.0,0.003658670774132582,245,833.2308405661752,673.679782259831,2764800
1,5,5,21,12,RasenganSegmentedSolver,10,7.03125,100.0,0.030946180552117092,170,519.8494404490775,418.4267847789233,1925120
1,6,5,21,12,RasenganSegmentedSolver,10,96.58203125,100.0,0.008773803709566595,219,895.088170552146,694.126738047853,2467840
1,7,5,21,12,RasenganSegmentedSolver,10,97.94921875,100.0,0.013427734372417743,194,791.8874047611389,662.2017405228617,2191360
1,8,5,21,12,RasenganSegmentedSolver,10,11.81640625,100.0,0.15967504526671378,173,831.0509242948465,656.5412215511533,1955840
1,9,5,21,12,RasenganSegmentedSolver,10,94.7265625,100.0,0.014722606801933848,166,693.7651347072897,584.6526054357091,1873920
