pkid,pbid,layers,variables,constraints,method,best_solution_probs,in_constraints_probs,ARG,iteration_count,classcial,quantum,run_times
0,0,5,6,3,PenaltySolver,2.5390625,17.67578125,23.909842346371484,110,12.331157004926354,51.44756544404663,124928
0,1,5,6,3,PenaltySolver,5.37109375,15.33203125,69.26757805573241,112,13.4283176290337,51.35468007600866,126976
0,2,5,6,3,PenaltySolver,0.5859375,8.0078125,105.3038502959945,120,12.287567641818896,55.29714695713483,136192
0,3,5,6,3,PenaltySolver,0.1953125,9.47265625,33.818126844015175,104,13.774322545155883,47.78250321187079,117760
0,4,5,6,3,PenaltySolver,0.390625,70.5078125,10.576497388782334,126,10.670639948453754,58.690613142447546,142336
0,5,5,6,3,PenaltySolver,1.5625,18.26171875,26.14721678380139,100,9.456099991453812,47.686611441662535,113664
0,6,5,6,3,PenaltySolver,3.22265625,28.90625,24.28973857238856,94,10.980725617613643,44.42517955345102,106496
0,7,5,6,3,PenaltySolver,8.88671875,31.34765625,54.1750976020749,119,13.539460479980335,53.24373701005243,134144
0,8,5,6,3,PenaltySolver,0.09765625,19.43359375,29.91267473754596,115,11.708576632197946,54.19399621663615,130048
0,9,5,6,3,PenaltySolver,8.3984375,21.484375,58.06809298698355,100,12.33830213197507,46.803596697049215,113664
0,0,5,6,3,CyclicSolver,12.01171875,49.90234375,10.127546034329448,119,7.972489604493603,65.26331497635692,134144
0,1,5,6,3,CyclicSolver,2.83203125,56.0546875,21.217285135032714,116,7.053878532256931,65.34619224979542,131072
0,2,5,6,3,CyclicSolver,1.5625,40.625,47.849469797715045,101,6.738579845521599,61.817580660339445,114688
0,3,5,6,3,CyclicSolver,0.390625,67.7734375,9.545247391287978,160,9.405353917507455,67.3824890984688,181248
0,4,5,6,3,CyclicSolver,0.09765625,76.953125,7.792903640638063,124,7.396842823596671,66.21735751349479,140288
0,5,5,6,3,CyclicSolver,26.07421875,41.69921875,16.546533194851733,123,8.144568993942812,65.30258423904888,139264
0,6,5,6,3,CyclicSolver,0.48828125,30.6640625,13.556265018824513,98,7.5986665294039994,59.48578513553366,110592
0,7,5,6,3,CyclicSolver,0.09765625,0.5859375,47.449902296300095,109,6.1314088446088135,64.50997021445073,122880
0,8,5,6,3,CyclicSolver,2.05078125,50.48828125,15.071700238778051,137,9.422134479740635,65.030642562313,154624
0,9,5,6,3,CyclicSolver,9.86328125,25.390625,37.942649113233955,98,6.575581860495731,61.558023914461955,110592
0,0,5,6,3,HeaSolver,5.56640625,26.7578125,22.47715540491887,201,18.575634161476046,59.28907504142262,226304
0,1,5,6,3,HeaSolver,11.81640625,20.01953125,63.689941342560054,201,19.186115655349568,57.73798726173118,226304
0,2,5,6,3,HeaSolver,3.125,21.77734375,80.71819184897402,201,20.352569181472063,58.2083486574702,226304
0,3,5,6,3,HeaSolver,2.734375,17.3828125,27.99088540333767,201,20.237560535781085,57.9170655941125,226304
0,4,5,6,3,HeaSolver,5.56640625,27.1484375,41.367382784921745,201,18.44776305509731,58.873151330975816,226304
0,5,5,6,3,HeaSolver,15.8203125,27.05078125,30.940771468904614,201,19.013105930760503,58.893180100247264,226304
0,6,5,6,3,HeaSolver,15.8203125,27.1484375,23.7952974668095,201,18.70201802556403,59.40905389748514,226304
0,7,5,6,3,HeaSolver,0.87890625,23.33984375,59.148242128351754,201,19.68098532431759,58.35933721065521,226304
0,8,5,6,3,HeaSolver,15.8203125,27.1484375,32.52420845327673,201,19.348160276189446,58.343073062831536,226304
0,9,5,6,3,HeaSolver,1.953125,18.65234375,53.808771257901114,201,19.290723989950493,58.14048298005946,226304
0,0,1,6,3,ChocoSolver,99.90234375,100.0,0.0006626674104776187,26,0.07664854289032519,0.36802372708916664,29696
0,1,1,6,3,ChocoSolver,4.98046875,100.0,0.5017578119982421,27,0.10833989945240319,0.3981238417327404,30720
0,2,1,6,3,ChocoSolver,100.0,100.0,0.0,23,0.07417359598912299,0.324184434954077,26624
0,3,1,6,3,ChocoSolver,100.0,100.0,0.0,22,0.07858522981405258,0.3271860780660063,25600
0,4,1,6,3,ChocoSolver,99.8046875,100.0,0.0007812499994791667,26,0.08471953799016774,0.3602631879039109,29696
0,5,1,6,3,ChocoSolver,0,100.0,0.09999999995,30,0.1012056190520525,0.4294341108761728,34816
0,6,1,6,3,ChocoSolver,0.68359375,100.0,0.3097956729577709,31,0.12422553566284478,0.42743549845181406,35840
0,7,1,6,3,ChocoSolver,100.0,100.0,0.0,24,0.08481227536685765,0.3591636596247554,27648
0,8,1,6,3,ChocoSolver,0.09765625,100.0,0.1592824834687987,35,0.10407275753095746,0.4945632384624332,39936
0,9,1,6,3,ChocoSolver,100.0,100.0,0.0,23,0.06623571296222508,0.3125986319500953,26624
1,0,5,12,6,PenaltySolver,0.09765625,0.68359375,244.04112386078762,92,105.9446479419712,11.08096073800698,104448
1,1,5,12,6,PenaltySolver,0.87890625,4.00390625,80.98443598454098,118,112.68205657508224,14.776063412893564,133120
1,2,5,12,6,PenaltySolver,0.48828125,1.46484375,109.57595480023558,117,148.49588385014795,15.160471322014928,132096
1,3,5,12,6,PenaltySolver,0,0.9765625,258.4114987004231,118,150.61174428579397,14.991380641236901,133120
1,4,5,12,6,PenaltySolver,0.390625,2.734375,92.09130854770434,140,164.45438400353305,16.594229602487758,158720
1,5,5,12,6,PenaltySolver,0.29296875,0.87890625,80.79178870331592,111,134.1370765673928,14.709119118517265,125952
1,6,5,12,6,PenaltySolver,0.48828125,2.1484375,113.22406677737551,110,136.73537665768526,14.652876203414053,124928
1,7,5,12,6,PenaltySolver,1.171875,1.85546875,148.9608622652224,100,128.0807011765428,12.759804422501475,113664
